id,learner_id,movie_id,rating,predicted_rating,context_time
34,1,30,,15.400331,2017-11-27 19:35:45.518132+00
35,1,31,,12.448424,2017-11-27 19:35:45.548609+00
36,1,32,,5.544982,2017-11-27 19:35:45.582298+00
37,1,33,,8.774257,2017-11-27 19:35:45.61234+00
38,1,34,,12.108005,2017-11-27 19:35:45.638745+00
39,1,35,,12.535874,2017-11-27 19:35:45.665666+00
40,1,36,,11.537822,2017-11-27 19:35:45.692485+00
41,1,37,,11.156247,2017-11-27 19:35:45.722977+00
42,1,38,,8.147168,2017-11-27 19:35:45.751178+00
43,1,39,,12.465166,2017-11-27 19:35:45.782047+00
44,1,40,,9.579323,2017-11-27 19:35:45.80608+00
45,1,41,,12.261173,2017-11-27 19:35:45.832741+00
46,1,42,,11.313866,2017-11-27 19:35:45.856405+00
47,1,43,,16.038588,2017-11-27 19:35:45.882004+00
48,1,44,,17.444315,2017-11-27 19:35:45.906097+00
49,1,45,,16.921748,2017-11-27 19:35:45.928265+00
50,1,46,,6.616022,2017-11-27 19:35:45.952987+00
51,1,47,,14.509107,2017-11-27 19:35:45.977717+00
52,1,48,,11.509224,2017-11-27 19:35:46.005022+00
53,1,49,,8.821414,2017-11-27 19:35:46.030759+00
54,1,50,,19.174096,2017-11-27 19:35:46.054428+00
55,1,51,,10.610274,2017-11-27 19:35:46.08252+00
56,1,52,,10.133546,2017-11-27 19:35:46.110751+00
57,1,53,,12.949680,2017-11-27 19:35:46.139853+00
58,1,54,,9.141927,2017-11-27 19:35:46.182716+00
59,1,55,,6.110565,2017-11-27 19:35:46.205771+00
60,1,56,,15.786787,2017-11-27 19:35:46.24024+00
61,1,57,,15.314753,2017-11-27 19:35:46.264675+00
62,1,58,,12.672369,2017-11-27 19:35:46.288777+00
63,1,59,,8.956455,2017-11-27 19:35:46.317075+00
64,1,60,,14.415826,2017-11-27 19:35:46.34129+00
65,1,61,,13.179371,2017-11-27 19:35:46.37268+00
66,1,62,,10.688680,2017-11-27 19:35:46.399059+00
68,1,64,,10.862519,2017-11-27 19:35:46.443744+00
69,1,65,,16.704316,2017-11-27 19:35:46.465905+00
70,1,66,,9.928389,2017-11-27 19:35:46.490224+00
71,1,67,,7.763075,2017-11-27 19:35:46.513155+00
72,1,68,,9.015329,2017-11-27 19:35:46.537926+00
73,1,69,,10.044753,2017-11-27 19:35:46.563689+00
74,1,70,,18.174507,2017-11-27 19:35:46.587025+00
75,1,71,,8.686559,2017-11-27 19:35:46.613731+00
76,1,72,,14.999873,2017-11-27 19:35:46.642642+00
77,1,73,,13.665377,2017-11-27 19:35:46.668726+00
78,1,74,,6.532440,2017-11-27 19:35:46.693542+00
79,1,75,,12.360526,2017-11-27 19:35:46.719349+00
80,1,76,,11.981005,2017-11-27 19:35:46.749242+00
81,1,77,,15.190870,2017-11-27 19:35:46.776094+00
82,1,78,,12.049491,2017-11-27 19:35:46.804283+00
83,1,79,,10.641263,2017-11-27 19:35:46.829306+00
84,1,80,,12.863406,2017-11-27 19:35:46.855666+00
85,1,81,,11.083462,2017-11-27 19:35:46.879881+00
86,1,82,,15.616930,2017-11-27 19:35:46.906561+00
87,1,83,,15.450475,2017-11-27 19:35:46.930991+00
88,1,84,,16.516142,2017-11-27 19:35:46.953611+00
89,1,86,,11.031987,2017-11-27 19:35:46.984597+00
90,1,87,,16.453768,2017-11-27 19:35:47.009278+00
91,1,88,,12.914103,2017-11-27 19:35:47.033244+00
92,1,89,,12.478298,2017-11-27 19:35:47.058969+00
93,1,90,,11.747145,2017-11-27 19:35:47.086546+00
94,1,91,,11.004027,2017-11-27 19:35:47.113634+00
95,1,92,,5.690269,2017-11-27 19:35:47.140503+00
96,1,93,,16.920462,2017-11-27 19:35:47.164469+00
97,1,94,,14.251025,2017-11-27 19:35:47.1862+00
98,1,95,,11.698054,2017-11-27 19:35:47.211055+00
99,1,96,,15.363745,2017-11-27 19:35:47.250418+00
100,1,97,,11.835193,2017-11-27 19:35:47.273617+00
101,1,98,,6.653535,2017-11-27 19:35:47.294314+00
102,1,99,,14.243269,2017-11-27 19:35:47.316754+00
103,1,100,,11.117874,2017-11-27 19:35:47.345382+00
104,1,101,,11.984692,2017-11-27 19:35:47.368567+00
105,1,102,,12.121564,2017-11-27 19:35:47.39146+00
106,1,103,,12.471526,2017-11-27 19:35:47.414216+00
107,1,104,,11.996255,2017-11-27 19:35:47.437911+00
108,1,105,,14.894119,2017-11-27 19:35:47.459213+00
109,1,106,,15.797614,2017-11-27 19:35:47.48263+00
110,1,107,,14.337686,2017-11-27 19:35:47.506765+00
111,1,108,,9.336189,2017-11-27 19:35:47.530268+00
112,1,109,,11.197353,2017-11-27 19:35:47.55252+00
113,1,110,,9.620010,2017-11-27 19:35:47.575692+00
114,1,111,,9.009745,2017-11-27 19:35:47.597564+00
115,1,112,,9.374774,2017-11-27 19:35:47.620097+00
116,1,113,,13.063808,2017-11-27 19:35:47.641889+00
117,1,114,,11.977089,2017-11-27 19:35:47.665736+00
118,1,115,,11.419050,2017-11-27 19:35:47.688744+00
119,1,116,,15.246084,2017-11-27 19:35:47.70981+00
120,1,117,,11.787087,2017-11-27 19:35:47.732367+00
121,1,118,,11.255874,2017-11-27 19:35:47.755616+00
122,1,119,,11.365178,2017-11-27 19:35:47.780708+00
123,1,120,,9.778043,2017-11-27 19:35:47.80318+00
124,1,121,,11.861640,2017-11-27 19:35:47.825381+00
125,1,122,,11.146253,2017-11-27 19:35:47.847636+00
126,1,123,,18.049887,2017-11-27 19:35:47.870232+00
127,1,124,,8.800242,2017-11-27 19:35:47.893801+00
128,1,125,,8.485195,2017-11-27 19:35:47.916264+00
129,1,126,,12.691822,2017-11-27 19:35:47.941981+00
130,1,127,,18.143827,2017-11-27 19:35:47.964014+00
131,1,128,,12.593908,2017-11-27 19:35:47.989791+00
132,1,129,,14.513449,2017-11-27 19:35:48.015344+00
133,1,130,,9.816475,2017-11-27 19:35:48.043893+00
134,1,131,,12.430091,2017-11-27 19:35:48.06872+00
135,1,132,,21.975778,2017-11-27 19:35:48.091681+00
136,1,133,,17.610480,2017-11-27 19:35:48.113543+00
137,1,134,,17.518160,2017-11-27 19:35:48.135012+00
138,1,135,,14.615893,2017-11-27 19:35:48.155752+00
139,1,136,,14.398890,2017-11-27 19:35:48.177447+00
140,1,137,,6.933764,2017-11-27 19:35:48.200285+00
141,1,138,,12.674119,2017-11-27 19:35:48.221137+00
142,1,139,,18.369828,2017-11-27 19:35:48.243073+00
143,1,140,,12.145462,2017-11-27 19:35:48.266606+00
144,1,141,,8.627322,2017-11-27 19:35:48.287927+00
145,1,142,,12.161017,2017-11-27 19:35:48.310111+00
146,1,143,,19.618434,2017-11-27 19:35:48.334212+00
147,1,144,,11.714867,2017-11-27 19:35:48.359429+00
148,1,145,,12.761244,2017-11-27 19:35:48.383669+00
149,1,146,,6.312980,2017-11-27 19:35:48.40736+00
150,1,147,,12.718866,2017-11-27 19:35:48.430928+00
151,1,148,,7.639689,2017-11-27 19:35:48.454229+00
152,1,149,,9.342096,2017-11-27 19:35:48.475683+00
153,1,150,,7.066298,2017-11-27 19:35:48.498282+00
154,1,151,,13.830049,2017-11-27 19:35:48.522077+00
155,1,152,,8.051945,2017-11-27 19:35:48.54482+00
156,1,153,,9.404618,2017-11-27 19:35:48.569067+00
157,1,154,,13.214703,2017-11-27 19:35:48.591569+00
158,1,155,,10.595274,2017-11-27 19:35:48.615374+00
159,1,156,,12.051268,2017-11-27 19:35:48.637929+00
160,1,157,,13.651339,2017-11-27 19:35:48.660368+00
161,1,158,,12.912412,2017-11-27 19:35:48.681612+00
162,1,159,,13.652172,2017-11-27 19:35:48.703108+00
163,1,160,,8.729416,2017-11-27 19:35:48.728235+00
164,1,161,,11.829411,2017-11-27 19:35:48.753223+00
165,1,162,,11.955021,2017-11-27 19:35:48.778034+00
166,1,163,,13.031667,2017-11-27 19:35:48.801125+00
167,1,164,,10.919253,2017-11-27 19:35:48.826194+00
168,1,165,,9.584953,2017-11-27 19:35:48.848587+00
169,1,166,,10.354037,2017-11-27 19:35:48.872464+00
170,1,167,,14.301251,2017-11-27 19:35:48.894408+00
171,1,168,,14.145307,2017-11-27 19:35:48.918155+00
172,1,169,,12.728362,2017-11-27 19:35:48.940907+00
173,1,170,,7.839877,2017-11-27 19:35:48.962833+00
174,1,171,,11.799628,2017-11-27 19:35:48.986756+00
175,1,172,,13.485870,2017-11-27 19:35:49.01379+00
176,1,173,,9.980138,2017-11-27 19:35:49.042333+00
177,1,174,,13.732303,2017-11-27 19:35:49.063445+00
178,1,176,,11.360279,2017-11-27 19:35:49.092649+00
179,1,177,,13.073186,2017-11-27 19:35:49.114457+00
180,1,178,,4.705324,2017-11-27 19:35:49.136359+00
181,1,179,,13.065385,2017-11-27 19:35:49.158993+00
182,1,180,,16.002607,2017-11-27 19:35:49.182421+00
183,1,181,,15.921496,2017-11-27 19:35:49.20592+00
184,1,182,,15.999896,2017-11-27 19:35:49.232345+00
185,1,183,,11.115544,2017-11-27 19:35:49.259357+00
186,1,184,,10.714316,2017-11-27 19:35:49.287384+00
187,1,185,,16.087066,2017-11-27 19:35:49.31084+00
188,1,186,,6.569471,2017-11-27 19:35:49.335276+00
189,1,187,,13.167626,2017-11-27 19:35:49.365468+00
190,1,188,,12.358035,2017-11-27 19:35:49.389788+00
191,1,189,,10.847991,2017-11-27 19:35:49.413688+00
192,1,190,,10.446522,2017-11-27 19:35:49.43689+00
193,1,191,,10.273214,2017-11-27 19:35:49.461255+00
194,1,192,,9.263175,2017-11-27 19:35:49.483273+00
195,1,193,,12.490874,2017-11-27 19:35:49.507986+00
196,1,194,,10.614969,2017-11-27 19:35:49.533734+00
197,1,196,,12.549391,2017-11-27 19:35:49.563958+00
198,1,197,,15.861743,2017-11-27 19:35:49.586011+00
199,1,198,,9.443268,2017-11-27 19:35:49.607525+00
200,1,199,,9.748389,2017-11-27 19:35:49.631366+00
201,1,200,,14.243141,2017-11-27 19:35:49.655879+00
202,1,201,,10.479055,2017-11-27 19:35:49.678671+00
203,1,202,,14.074291,2017-11-27 19:35:49.700231+00
204,1,203,,13.501573,2017-11-27 19:35:49.723001+00
205,1,204,,13.871105,2017-11-27 19:35:49.750074+00
206,1,205,,18.557012,2017-11-27 19:35:49.774334+00
207,1,206,,9.422734,2017-11-27 19:35:49.798319+00
208,1,207,,12.777253,2017-11-27 19:35:49.82395+00
209,1,208,,9.523347,2017-11-27 19:35:49.84702+00
210,1,209,,9.043667,2017-11-27 19:35:49.869972+00
211,1,210,,10.052438,2017-11-27 19:35:49.892437+00
212,1,211,,9.191208,2017-11-27 19:35:49.916931+00
213,1,212,,15.555419,2017-11-27 19:35:49.941303+00
214,1,213,,10.236928,2017-11-27 19:35:49.963797+00
215,1,214,,13.129265,2017-11-27 19:35:49.986529+00
216,1,215,,13.770054,2017-11-27 19:35:50.011343+00
217,1,216,,14.742946,2017-11-27 19:35:50.035979+00
218,1,217,,15.638676,2017-11-27 19:35:50.060449+00
219,1,218,,17.763718,2017-11-27 19:35:50.082628+00
220,1,219,,9.616199,2017-11-27 19:35:50.12132+00
221,1,220,,15.181083,2017-11-27 19:35:50.145055+00
222,1,221,,12.874774,2017-11-27 19:35:50.169393+00
223,1,222,,13.522401,2017-11-27 19:35:50.191006+00
224,1,223,,11.020353,2017-11-27 19:35:50.213678+00
225,1,224,,14.214978,2017-11-27 19:35:50.23778+00
226,1,225,,7.817987,2017-11-27 19:35:50.26079+00
227,1,226,,11.136708,2017-11-27 19:35:50.282878+00
228,1,227,,10.669054,2017-11-27 19:35:50.306082+00
229,1,228,,17.215317,2017-11-27 19:35:50.328402+00
230,1,229,,9.455493,2017-11-27 19:35:50.352903+00
231,1,230,,10.419247,2017-11-27 19:35:50.375708+00
232,1,231,,12.283315,2017-11-27 19:35:50.397739+00
233,1,232,,10.645910,2017-11-27 19:35:50.422407+00
234,1,233,,12.527943,2017-11-27 19:35:50.447606+00
235,1,234,,11.822682,2017-11-27 19:35:50.471619+00
236,1,235,,15.209722,2017-11-27 19:35:50.502568+00
237,1,236,,12.946578,2017-11-27 19:35:50.531809+00
238,1,237,,13.787508,2017-11-27 19:35:50.562057+00
239,1,238,,10.402994,2017-11-27 19:35:50.586481+00
240,1,239,,16.919347,2017-11-27 19:35:50.612029+00
241,1,240,,10.087421,2017-11-27 19:35:50.637793+00
242,1,242,,9.034605,2017-11-27 19:35:50.670891+00
243,1,243,,10.336106,2017-11-27 19:35:50.69799+00
244,1,244,,12.540010,2017-11-27 19:35:50.724985+00
245,1,245,,13.068818,2017-11-27 19:35:50.752689+00
246,1,246,,17.053763,2017-11-27 19:35:50.779932+00
247,1,247,,17.219371,2017-11-27 19:35:50.806234+00
248,1,248,,14.941014,2017-11-27 19:35:50.830762+00
249,1,249,,12.578973,2017-11-27 19:35:50.854414+00
250,1,250,,9.575061,2017-11-27 19:35:50.889858+00
251,1,251,,7.383247,2017-11-27 19:35:50.914634+00
252,1,252,,16.731069,2017-11-27 19:35:50.940606+00
253,1,253,,12.959197,2017-11-27 19:35:50.968633+00
12375,37,228,2,,2017-12-07 17:06:29.960877+00
254,1,254,,10.766921,2017-11-27 19:35:50.991778+00
255,1,255,,14.733331,2017-11-27 19:35:51.020961+00
256,1,256,,11.268122,2017-11-27 19:35:51.048565+00
257,1,257,,17.116837,2017-11-27 19:35:51.072696+00
258,1,258,,7.130341,2017-11-27 19:35:51.096222+00
259,1,259,,11.762753,2017-11-27 19:35:51.121162+00
260,1,260,,11.148250,2017-11-27 19:35:51.145551+00
261,1,261,,13.225267,2017-11-27 19:35:51.167844+00
262,1,262,,13.182609,2017-11-27 19:35:51.190436+00
263,1,263,,10.367174,2017-11-27 19:35:51.214114+00
264,1,264,,9.138666,2017-11-27 19:35:51.239079+00
265,1,265,,14.836919,2017-11-27 19:35:51.263667+00
266,1,266,,11.133919,2017-11-27 19:35:51.289586+00
267,1,267,,16.372672,2017-11-27 19:35:51.315645+00
268,1,268,,13.708886,2017-11-27 19:35:51.338412+00
269,1,269,,8.150046,2017-11-27 19:35:51.36043+00
270,1,270,,12.016916,2017-11-27 19:35:51.38583+00
271,1,271,,10.511736,2017-11-27 19:35:51.408385+00
272,1,272,,14.142086,2017-11-27 19:35:51.430846+00
273,1,273,,15.048004,2017-11-27 19:35:51.454407+00
274,1,274,,13.068576,2017-11-27 19:35:51.477131+00
275,1,275,,11.863924,2017-11-27 19:35:51.50067+00
276,1,276,,11.087086,2017-11-27 19:35:51.528123+00
277,1,277,,14.351933,2017-11-27 19:35:51.551834+00
278,1,278,,11.159948,2017-11-27 19:35:51.574613+00
279,1,279,,12.724012,2017-11-27 19:35:51.598811+00
280,1,280,,6.339343,2017-11-27 19:35:51.621621+00
281,1,281,,12.355170,2017-11-27 19:35:51.644583+00
282,1,282,,9.733438,2017-11-27 19:35:51.665857+00
283,1,283,,13.102889,2017-11-27 19:35:51.687094+00
284,1,284,,13.632956,2017-11-27 19:35:51.708965+00
285,1,285,,10.850764,2017-11-27 19:35:51.732261+00
286,1,286,,11.898640,2017-11-27 19:35:51.759988+00
287,1,287,,12.385072,2017-11-27 19:35:51.78643+00
288,1,288,,11.693250,2017-11-27 19:35:51.810027+00
289,1,289,,14.573933,2017-11-27 19:35:51.832055+00
290,1,290,,15.654917,2017-11-27 19:35:51.853954+00
291,1,291,,11.596650,2017-11-27 19:35:51.876005+00
292,1,292,,16.223628,2017-11-27 19:35:51.897547+00
293,1,293,,16.406458,2017-11-27 19:35:51.920943+00
294,1,294,,13.554039,2017-11-27 19:35:51.944976+00
295,1,295,,6.833779,2017-11-27 19:35:51.966387+00
296,1,296,,12.198540,2017-11-27 19:35:51.991695+00
297,1,297,,16.683022,2017-11-27 19:35:52.016592+00
298,1,298,,10.206112,2017-11-27 19:35:52.039733+00
299,1,299,,11.929296,2017-11-27 19:35:52.067091+00
300,1,300,,13.473715,2017-11-27 19:35:52.091323+00
301,1,301,,10.766067,2017-11-27 19:35:52.114066+00
302,1,302,,6.587980,2017-11-27 19:35:52.137764+00
303,1,303,,8.055745,2017-11-27 19:35:52.160607+00
304,1,304,,10.213937,2017-11-27 19:35:52.186329+00
305,1,305,,10.207736,2017-11-27 19:35:52.209244+00
306,1,306,,14.451771,2017-11-27 19:35:52.234257+00
307,1,307,,9.748620,2017-11-27 19:35:52.259674+00
308,1,308,,17.423564,2017-11-27 19:35:52.285403+00
309,1,309,,7.753933,2017-11-27 19:35:52.313883+00
310,1,310,,12.444412,2017-11-27 19:35:52.33897+00
311,1,311,,10.949787,2017-11-27 19:35:52.365447+00
312,1,312,,11.365030,2017-11-27 19:35:52.401012+00
313,1,313,,8.394619,2017-11-27 19:35:52.425767+00
314,1,314,,13.029583,2017-11-27 19:35:52.449794+00
315,1,315,,10.042021,2017-11-27 19:35:52.475791+00
316,1,316,,14.941834,2017-11-27 19:35:52.509104+00
317,1,317,,12.297576,2017-11-27 19:35:52.538759+00
318,1,318,,13.648330,2017-11-27 19:35:52.565178+00
319,1,319,,10.121135,2017-11-27 19:35:52.594362+00
320,1,320,,13.333496,2017-11-27 19:35:52.620573+00
321,1,321,,12.261767,2017-11-27 19:35:52.643621+00
322,1,322,,15.117347,2017-11-27 19:35:52.666567+00
323,1,323,,11.154466,2017-11-27 19:35:52.694655+00
324,1,324,,11.554944,2017-11-27 19:35:52.730917+00
325,1,325,,11.498761,2017-11-27 19:35:52.76714+00
326,1,326,,14.670215,2017-11-27 19:35:52.792816+00
327,1,327,,14.120624,2017-11-27 19:35:52.81812+00
328,1,328,,9.543860,2017-11-27 19:35:52.841787+00
329,1,329,,8.155678,2017-11-27 19:35:52.866784+00
330,1,330,,11.923183,2017-11-27 19:35:52.902291+00
331,1,331,,10.622077,2017-11-27 19:35:52.933525+00
332,1,332,,11.607258,2017-11-27 19:35:52.982362+00
333,1,333,,11.115888,2017-11-27 19:35:53.016459+00
334,1,334,,9.800697,2017-11-27 19:35:53.087848+00
335,1,335,,11.297747,2017-11-27 19:35:53.136419+00
336,1,336,,18.902372,2017-11-27 19:35:53.182843+00
337,1,337,,13.998970,2017-11-27 19:35:53.210878+00
338,1,338,,6.359366,2017-11-27 19:35:53.235119+00
339,1,339,,17.421867,2017-11-27 19:35:53.265857+00
340,1,340,,6.200270,2017-11-27 19:35:53.308902+00
341,1,341,,13.177747,2017-11-27 19:35:53.339+00
342,1,342,,10.285764,2017-11-27 19:35:53.381309+00
343,1,343,,12.826005,2017-11-27 19:35:53.42787+00
344,1,344,,9.487620,2017-11-27 19:35:53.456071+00
345,1,345,,15.019756,2017-11-27 19:35:53.497888+00
346,1,346,,7.187069,2017-11-27 19:35:53.526972+00
347,1,347,,12.110065,2017-11-27 19:35:53.558357+00
348,1,348,,11.084210,2017-11-27 19:35:53.587394+00
349,1,349,,15.393190,2017-11-27 19:35:53.619445+00
350,1,350,,15.359200,2017-11-27 19:35:53.654818+00
351,1,351,,9.857109,2017-11-27 19:35:53.689756+00
352,1,352,,11.375802,2017-11-27 19:35:53.730263+00
353,1,353,,9.558482,2017-11-27 19:35:53.761268+00
354,1,354,,15.935140,2017-11-27 19:35:53.80288+00
355,1,355,,11.055415,2017-11-27 19:35:53.837984+00
356,1,356,,10.809481,2017-11-27 19:35:53.864934+00
357,1,357,,16.559421,2017-11-27 19:35:53.889309+00
358,1,358,,7.637463,2017-11-27 19:35:53.917549+00
359,1,359,,14.520658,2017-11-27 19:35:53.949+00
360,1,360,,12.476431,2017-11-27 19:35:53.97755+00
361,1,361,,8.018591,2017-11-27 19:35:54.005126+00
362,1,362,,4.665211,2017-11-27 19:35:54.033772+00
363,1,363,,16.667478,2017-11-27 19:35:54.063507+00
364,1,364,,15.000748,2017-11-27 19:35:54.092175+00
365,1,365,,15.408679,2017-11-27 19:35:54.125767+00
366,1,366,,13.356998,2017-11-27 19:35:54.154436+00
367,1,367,,19.078672,2017-11-27 19:35:54.17914+00
368,1,368,,12.620292,2017-11-27 19:35:54.204586+00
369,1,369,,12.206112,2017-11-27 19:35:54.228288+00
370,1,370,,14.788656,2017-11-27 19:35:54.251801+00
371,1,371,,8.044947,2017-11-27 19:35:54.275629+00
372,1,372,,12.153020,2017-11-27 19:35:54.300238+00
373,1,373,,21.651978,2017-11-27 19:35:54.326771+00
374,1,374,,13.100047,2017-11-27 19:35:54.361518+00
375,1,375,,10.825879,2017-11-27 19:35:54.389706+00
376,1,376,,10.248367,2017-11-27 19:35:54.41603+00
377,1,377,,7.240246,2017-11-27 19:35:54.451238+00
378,1,378,,7.238059,2017-11-27 19:35:54.473244+00
379,1,379,,7.661019,2017-11-27 19:35:54.495729+00
12376,37,264,4,,2017-12-07 17:06:29.990888+00
380,1,380,,13.659915,2017-11-27 19:35:54.519195+00
381,1,381,,8.523524,2017-11-27 19:35:54.54585+00
382,1,382,,17.128664,2017-11-27 19:35:54.57256+00
383,1,383,,15.499330,2017-11-27 19:35:54.597879+00
384,1,384,,12.067689,2017-11-27 19:35:54.62272+00
385,1,385,,9.282809,2017-11-27 19:35:54.652526+00
386,1,386,,16.555758,2017-11-27 19:35:54.678179+00
387,1,387,,12.436333,2017-11-27 19:35:54.709972+00
388,1,388,,15.839294,2017-11-27 19:35:54.736496+00
389,1,389,,10.335212,2017-11-27 19:35:54.765032+00
390,1,390,,9.906520,2017-11-27 19:35:54.7931+00
391,1,391,,18.560255,2017-11-27 19:35:54.828655+00
392,1,392,,15.442833,2017-11-27 19:35:54.855719+00
393,1,393,,11.330807,2017-11-27 19:35:54.888285+00
394,1,394,,10.298037,2017-11-27 19:35:54.915149+00
395,1,395,,12.784118,2017-11-27 19:35:54.940487+00
396,1,396,,9.639785,2017-11-27 19:35:54.968276+00
397,1,397,,12.656158,2017-11-27 19:35:54.994871+00
398,1,398,,11.799663,2017-11-27 19:35:55.019235+00
399,1,399,,16.154281,2017-11-27 19:35:55.044184+00
400,1,400,,13.376970,2017-11-27 19:35:55.071991+00
401,1,401,,13.090666,2017-11-27 19:35:55.098852+00
402,1,402,,10.953573,2017-11-27 19:35:55.122194+00
403,1,403,,19.643087,2017-11-27 19:35:55.147643+00
404,1,404,,12.068623,2017-11-27 19:35:55.173262+00
405,1,405,,17.108392,2017-11-27 19:35:55.196675+00
12377,37,403,1,,2017-12-07 17:06:30.028038+00
12378,37,280,5,,2017-12-07 17:06:30.049265+00
12379,37,250,3,,2017-12-07 17:06:30.063373+00
12380,37,102,1,,2017-12-07 17:06:30.081157+00
12381,37,96,2,,2017-12-07 17:06:30.092964+00
12382,37,224,4,,2017-12-07 17:06:30.125262+00
12383,37,251,3,,2017-12-07 17:06:30.161178+00
12384,37,71,5,,2017-12-07 17:06:30.189218+00
12385,37,294,5,,2017-12-07 17:06:30.220728+00
12386,37,241,4,,2017-12-07 17:06:30.245876+00
12387,37,170,2,,2017-12-07 17:06:30.269306+00
12388,37,377,4,,2017-12-07 17:06:30.328014+00
12389,37,244,4,,2017-12-07 17:06:30.388435+00
12390,37,11,2,,2017-12-07 17:06:30.445691+00
12391,37,78,3,,2017-12-07 17:06:30.478007+00
12392,37,68,3,,2017-12-07 17:06:30.514988+00
12393,37,185,3,,2017-12-07 17:06:30.561526+00
12394,37,345,1,,2017-12-07 17:06:30.596225+00
12395,37,1,,-0.189638,2017-12-07 17:06:42.11281+00
12396,37,2,,0.898592,2017-12-07 17:06:42.163581+00
12397,37,3,,1.512228,2017-12-07 17:06:42.213453+00
12398,37,4,,4.466456,2017-12-07 17:06:42.271318+00
12399,37,5,,1.227114,2017-12-07 17:06:42.311209+00
12400,37,6,,4.331933,2017-12-07 17:06:42.353033+00
12401,37,7,,-2.199382,2017-12-07 17:06:42.383181+00
12402,37,8,,1.563483,2017-12-07 17:06:42.407723+00
12403,37,9,,2.788699,2017-12-07 17:06:42.43635+00
12404,37,10,,3.260508,2017-12-07 17:06:42.468703+00
12405,37,12,,2.902425,2017-12-07 17:06:42.512343+00
12406,37,13,,6.622331,2017-12-07 17:06:42.53981+00
12407,37,14,,0.033486,2017-12-07 17:06:42.585092+00
12408,37,15,,3.985615,2017-12-07 17:06:42.608566+00
12409,37,16,,3.765064,2017-12-07 17:06:42.631492+00
12410,37,17,,3.510223,2017-12-07 17:06:42.656098+00
12411,37,18,,3.377086,2017-12-07 17:06:42.680401+00
12412,37,19,,3.601518,2017-12-07 17:06:42.709703+00
12413,37,20,,2.509291,2017-12-07 17:06:42.737381+00
12414,37,21,,2.159578,2017-12-07 17:06:42.761929+00
12415,37,22,,5.719842,2017-12-07 17:06:42.793267+00
12416,37,23,,4.019378,2017-12-07 17:06:42.825167+00
12417,37,24,,3.363945,2017-12-07 17:06:42.862667+00
12418,37,25,,2.787286,2017-12-07 17:06:42.891997+00
12419,37,26,,2.672646,2017-12-07 17:06:42.963024+00
12420,37,27,,4.737460,2017-12-07 17:06:42.995712+00
12421,37,28,,2.303202,2017-12-07 17:06:43.04136+00
12422,37,29,,4.725805,2017-12-07 17:06:43.062609+00
12423,37,30,,5.728598,2017-12-07 17:06:43.08509+00
12424,37,31,,3.444665,2017-12-07 17:06:43.104622+00
12425,37,32,,2.445732,2017-12-07 17:06:43.129082+00
12426,37,33,,2.025844,2017-12-07 17:06:43.149172+00
12427,37,34,,3.109831,2017-12-07 17:06:43.173322+00
12428,37,35,,3.634757,2017-12-07 17:06:43.196927+00
12429,37,36,,3.244444,2017-12-07 17:06:43.226679+00
12430,37,37,,5.468589,2017-12-07 17:06:43.248649+00
12431,37,38,,3.287655,2017-12-07 17:06:43.277331+00
12432,37,39,,6.132203,2017-12-07 17:06:43.303601+00
12433,37,40,,3.168428,2017-12-07 17:06:43.338759+00
12434,37,41,,3.380067,2017-12-07 17:06:43.377001+00
