id,movie_name,movie_description,movie_pic,movie_knowledge_area,movie_recommended_age,benefits,objectives,problems,rationale
66,Camille,"It is France in the mid-nineteenth century. Marguerite, a beautiful courtesan, lives a life of extravagance, but she is ill with consumption, at that time an incurable disease. Marguerite has never known true love until she meets Armand, a young man who has applied to work in the foreign service. When Marguerite renounces her life in the demimonde and they announce their plans to marry, Marguerite receives a visit from Armand's father. He reminds her that if she and Armand are married, Armand's career will be doomed, and his sister excluded from ""good"" society. The father pleads with Marguerite to leave Armand. What will she do? What will Armand do? Benefits of the Movie: This film will introduce children to a classic story of love and tragedy. It is important for children to vicariously experience and work through the pain of lost love through stories such as ""Camille."" The movie is beautifully filmed and features Greta Garbo, a screen legend. Possible Problems:    MINOR. Some parents may not want their children exposed to the fact that an institution such as the demimonde existed. The film contains several scenes of drunken revelry. While its heroine is a courtesan, her life is shown to be anything but desirable. Parenting Points:     Before watching the movie, briefly describe the demimonde for your child. After viewing the film ask and lead your child through an answer the Quick Discussion Question.",pics/camille-VHScover.jpg,,12,"This film will introduce children to a classic story of love and tragedy. It is important for children to vicariously experience and work through the pain of lost love through stories such as ""Camille."" The movie is beautifully filmed and features Greta Garbo, a screen legend.",nan,"MINOR. Some parents may not want their children exposed to the fact that an institution such as the demimonde existed. The film contains several scenes of drunken revelry. While its heroine is a courtesan, her life is shown to be anything but desirable. Parenting Points:     Before watching the movie, briefly describe the demimonde for your child. After viewing the film ask and lead your child through an answer the Quick Discussion Question.",nan
14,All Quiet on the Western Front,Description: This is an acclaimed film about the First World War told from the German perspective. The movie is based on the classic novel by Erich Maria Remarque. The 1930 black and white version of the story is better than the 1979 remake.,pics/all-quiet-on-western-front-DVD-cover.jpg,HT,12,nan,Objectives/Student Outcomes Using this Learning Guide: Students in either history or literature classes who are reading the book will benefit from the film's interpretation of the novel and will be able to write comparisons of the themes and characterizations presented. Students who are not reading the novel will gain insight into World War I through the vivid imagery of trench warfare as well as through research and writing assignments at the film's end.,"Possible Problems: Moderate: This is a war film with hand to hand combat, injury, and death. Although there is little gore, the suffering of the soldiers is vivid.","Rationale for Using the Story: All Quiet on the Western Front shows the effects of the war on the individual soldier, whether friend or foe. It illustrates the horrors of war with specific reference to trench warfare during the First World War. It also shows the drawbacks of unquestioning patriotism. The effect is powerful in promoting an anti-war sentiment."
54,The Black Stallion,"A father and his ten-year-old son Alec are returning from Africa by sea. The ship burns and sinks in a storm. All on board are lost except Alec and a black Arabian stallion. Marooned on a deserted shore, the boy and the stallion save each other's lives and develop a strong attachment. After they are rescued, Alec and the horse are brought to Alec's home in California where the boy races the horse. The film is from the novel by Walter Farley. Benefits of the Movie: This is a visually exquisite movie which shows a beautiful and close relationship between a boy and a horse. It can also be used to introduce a child to Bucephalus, the quasi-mythical horse of Alexander the Great, and to horse racing. Possible Problems:    MINOR. While the ship is sinking, a passenger tries to steal Alec's life preserver by cutting the straps. Alec's father, who is trying to help save the ship, sees this attempt, rushes over, seizes the man and shoves his head into a porthole which is belching flame. The scene is brief and part of the pandemonium of the sinking ship. The viewer is not shown any gruesome effects of the fire on the man. The viewer feels grateful that the father was able to protect his son and that the passenger, who we had seen previously abusing the horse, is getting punished for trying to injure the boy. There are no other objectionable scenes in the entire film.",pics/black-stallion-DVDcover.jpg,BL,8,"This is a visually exquisite movie which shows a beautiful and close relationship between a boy and a horse. It can also be used to introduce a child to Bucephalus, the quasi-mythical horse of Alexander the Great, and to horse racing.",nan,"MINOR. While the ship is sinking, a passenger tries to steal Alec's life preserver by cutting the straps. Alec's father, who is trying to help save the ship, sees this attempt, rushes over, seizes the man and shoves his head into a porthole which is belching flame. The scene is brief and part of the pandemonium of the sinking ship. The viewer is not shown any gruesome effects of the fire on the man. The viewer feels grateful that the father was able to protect his son and that the passenger, who we had seen previously abusing the horse, is getting punished for trying to injure the boy. There are no other objectionable scenes in the entire film.",nan
53,Blackfish,Description: This film presents the case against keeping orcas (killer whales) in captivity. It also asserts that SeaWorld Entertainment (the operator of several marine mammal parks in the U.S.) misleads the public and that SeaWorld put its employees at risk by requiring them to perform with orcas. The film explores the circumstances of the 2010 killing of trainer Dawn Brancheau by the orca Tilikum which resulted in a citation by the Occupational Health and Safety Administration (OSHA) and an order requiring physical barriers between trainers and orcas. SeaWorld Entertainment has appealed the decision.,pics/blackfish-DVDcover.jpg,BL,13,nan,Objectives/Student Outcomes Using this Learning Guide: Students will have an increased awareness of an important issue now being debated in the public conversation. They will discuss and write about topics relating to the appropriate relationship between people and non-human animals. They will also develop skills in the analysis of contending positions and of documentary films.,Possible Problems: None.,"Rationale for Using the Movie: Blackfish provides startling revelations about the marine mammal exhibition industry and particularly the operations of SeaWorld Entertainment. The film raises important questions about the way people treat marine mammals and, by extension, all wild animals confined in zoos and animal exhibition parks."
298,Pygmalion,"Professor Henry Higgins boasts to a friend that he can teach a flower girl with a thick Cockney accent to ""speak like a lady."" She overhears him. A few days later, she appears at his door offering to pay for speech lessons. ""Pygmalion"" is a popular play written by George Bernard Shaw. The screenplay for the movie was also written by Shaw. The play served as the basis for the musical My Fair Lady.",pics/pygmalion-DVDcover.jpg,,12,"""Pygmalion"" describes how accent can determine social status and economic opportunity. It also provides an introduction to phonetics and to the Greek myth of Pygmalion. The movie allows children to work through the romantic situations of Eliza, Higgins and Eliza's friend, Freddie. Eliza demonstrates an inner strength that will not accept the limitations of a class system that denies the intrinsic value of the individual. Higgins, immersed in his studies, is blind to most human emotions. This black and white version is appropriate for older children who are studying drama, who love My Fair Lady, or who are studying Greek myths. Possible Problems:     MINOR. Alcohol use and smoking are shown. The ending in which Eliza returns to Higgins despite his insistence on treating her like a servant is problematic and may disappoint, if not infuriate, children who have been raised at a time when gender equality is assumed. George Bernard Shaw also had a problem with this ending and wrote a sequel to the play in which Eliza rejects Higgins and marries Freddie. See Sequel: What Happened Afterwards.",nan,"MINOR. Alcohol use and smoking are shown. The ending in which Eliza returns to Higgins despite his insistence on treating her like a servant is problematic and may disappoint, if not infuriate, children who have been raised at a time when gender equality is assumed. George Bernard Shaw also had a problem with this ending and wrote a sequel to the play in which Eliza rejects Higgins and marries Freddie. See Sequel: What Happened Afterwards.",nan
58,The Boy in the Striped Pajamas,"The time is WWII; the place, Germany. Bruno is an 8 year old boy whose father is promoted to be commandant of a death camp. The family lives in a luxurious house isolated in the country. The only person Bruno's age to play with is Shmuel, a boy behind the barbed wire of the camp. Bruno is told by his family that the camp is a farm and refers to the uniforms of the incarcerated Jews as ""striped pajamas."" Slowly and reluctantly he comes to know part of the truth about the camp and his father. Bruno's attempt to make up for an earlier betrayal of his friend causes Bruno to don the ""pajamas"" and sneak into the camp to help search for Shmuel's lost father. While Bruno's father frantically searches for his son, the boys are herded with a group of inmates into one of the gas chambers. Holding hands, they die together. This film is based on a work of historical fiction by Irish novelist John Boyne. Benefits of the Movie: This film presents a child's point of view of the Holocaust and serves as a valuable supplement for any study of Germany's effort to exterminate the Jews of Europe. The relationship between the two boys demonstrates the absurdity of judgments based on blood line. The innocence of childhood is a concept which dominates the movie and supports a perspective on the Holocaust that is important for a full understanding of German atrocities during the Second World War. Social Studies Classes: ""The Boy in the Striped Pajamas"" is one of many films designed to make the Holocaust personal for today's students. It is not intended to reflect historical accuracy. Instead, it illuminates the following points about the events of the European theatre in WWII: The disregard for the plight of the Jews by common German people during the Holocaust; The denial process applied to the immorality of what Germany was doing to the Jews; The propaganda used in educating German children, including the propagation of anti-Semitism; The existence and suppression of dissenting points of view; (for more on this, see The White Rose); The callous and casual manner in which the Germans developed more efficient killing methods; The ironies involved in the failure to adhere to well-developed standards of ethics, such as in the treatment of children. The Discussion Questions provided in this Learning Guide will help explore these areas of focus. Suggested Research Assignments can be given to individuals or to groups of students. English Language Arts Classes: The film and the discussions suggested below will motivate students to apply themselves to essay and research assignments, encouraging them to practice several skills required by ELA Curriculum standards. When used in a literature class, the movie provides an excellent example of theme and plot based on situational irony. The film also provides cross-curricular benefits for the study of the Second World War and the Holocaust.",pics/boy-in-the-striped-pajamas-dvd-cover.jpg,HT,13,This film presents a child's point of view of the Holocaust and serves as a valuable supplement for any study of Germany's effort to exterminate the Jews of Europe. The relationship between the two boys demonstrates the absurdity of judgments based on blood line. The innocence of childhood is a concept which dominates the movie and supports a perspective on the Holocaust that is important for a full understanding of German atrocities during the Second World War.,nan,MINIMAL. The ending is appropriately shocking and sad.,nan
59,Boystown,"This film is a fictionalized account of the life and achievements of Father Flanagan (1886 - 1948), the founder of Boys Town. Since 1917, Boys Town has provided refuge for delinquent and troubled boys (and now girls) of all faiths. Benefits of the Movie: ""Boys Town"" shows a selfless man whose belief that there is no such thing as a bad boy made a difference in the lives of thousands of troubled young people. It provides an excellent introduction to the perennial debate between those who believe that wayward youth can be helped with education and compassion and those who believe that punishment is the only remedy for delinquent behavior. Possible Problems: NONE. Parenting Points: After the movie is finished ask the Quick Discussion Question and talk about what you believe the answer to be. Allow your child to express his or her thoughts on the question. Then discuss any other points in the film that might interest your child.",pics/Boystown-DVDcover.jpg,,10,"""Boys Town"" shows a selfless man whose belief that there is no such thing as a bad boy made a difference in the lives of thousands of troubled young people. It provides an excellent introduction to the perennial debate between those who believe that wayward youth can be helped with education and compassion and those who believe that punishment is the only remedy for delinquent behavior.",nan,NONE.,nan
72,Chariots of Fire,"Some run for England; one runs to prove himself and his people; and one runs for the glory of God. This movie follows the college and Olympic careers of four members of the 1924 British Olympic track team. It is a film about real people and real events. Benefits of the Movie: ""Chariots of Fire"" describes some of the reasons why people become fiercely competitive, introduces the Scottish missionary movement, acquaints the viewer with early Olympic competitions, and shows England in the 1920s, including the anti-Semitism of some people at that time. The movie is rich in detail and very uplifting. Possible Problems: NONE. Parenting Points:     As your child watches this film, go through the several points in the Helpful Background section. This will add depth and background to the story.",pics/chariots-of-fire-DVDcover.jpg,,10,"""Chariots of Fire"" describes some of the reasons why people become fiercely competitive, introduces the Scottish missionary movement, acquaints the viewer with early Olympic competitions, and shows England in the 1920s, including the anti-Semitism of some people at that time. The movie is rich in detail and very uplifting.",nan,NONE.,nan
183,Hoop Dreams,This documentary follows the high school careers of two black teenage boys from the Chicago slums. Both have been identified as having extraordinary talent for basketball and both dream of escape from poverty through an NBA contract.,pics/hoop-dreams-VHScover.jpg,,10,"""Hoop Dreams"" shows the interaction between talented athletes and their families with the schools that hold the key to their future.",nan,"MINOR. There is some profanity in this film. Parenting Points:     This movie drives its lesson home but parents need to repeat that lesson many times. Ninety-nine percent of the people who seek stardom do not make it. Boys and girls who want to be professional athletes should be encouraged to do their best, but also need to prepare themselves for another career. Education is the way to a better life. Selected Awards, Cast and Director:",nan
63,The Buddy Holly Story,"This is a biography of Buddy Holly, one of the pioneers of modern rock and roll.",pics/buddy-holly-story-DVDcover.gif,LT,12,Children watching this film will be introduced to the origins of rock and roll. Gary Busey gives a masterful portrayal of Buddy Holly.,nan,MODERATE. There is more than the usual profanity in this film.,nan
184,Hoosiers,"In the 1950s, high school basketball was something special in rural Indiana. Whole towns rallied around their team. What boys did or didn't do as 17-year-olds on the basketball court were important events throughout their lives. Norman Dale had been a successful college basketball coach, but for the last 12 years he has worked as a non-commissioned officer in the Navy. He is hoping for a comeback and has found a job coaching a small high school in Hickory, Indiana. The total enrollment is 161 students. Why did he suddenly stop coaching? Can he keep his job and make this small town team good enough to compete in the state championships?",pics/hoosiers-DVDcover.jpg,,11,"This film is a study in the growth of character and many elements of sportsmanship. Coach Dale once believed that winning was everything. Through the movie he comes to understand that there are things more important than winning. The film, inspired by the events of the 1954 Indiana State basketball championship series also tells a great David and Goliath story.",nan,MINOR. There is a fight on the basketball court and a few mild profanities.,nan
65,Black Holes,"The first clip shows the destruction of planet Vulkan after a black hole has been created in its core using the fictional ""red matter"". The planet collapses in a matter of minutes. The second clip shows a star going supernova and destroying an inhabited planet in the explosion. Spock tries to counteract the supernova creating a black hole at its centre with the ""red matter"". Clip # 3 shows the Starship Enterprise in pursuit of the enemy. The latter is engulfed by the black hole and the Enterprise narrowly escapes its gravitational attraction by reaching the necessary speed.",pics/star-trek-DVDcover.jpg,PH,13,nan,"Students will be able to relate the powerful attraction of black holes as seen in film to the concept of gravity. They will understand why they are named with the word ""black"" and be able to explain it in terms of the concept of escape velocity.",nan,Star Trek is one of the few movies to have any success in representing the gravitational forces caused by black holes.
302,The Arctic and Antarctica,"The clip consists of most of the ""Planet Earth"" chapter entitled ""Ice Worlds"". Using the Snippet in Class:     Prepare for class by deciding which of the supplemental materials to present to the class. Cue the DVD to the beginning of the film clip. After playing the clip, present the supplemental materials.",pics/planet-earth-DVDcover.jpg,BL,10,nan,"Students will be introduced to the arctic and the Antarctic and some of the fascinating animals who inhabit those regions, including hump back whales, emperor penguins, polar bears, the arctic fox, sea lions and many others. Rationale:     The arctic and Antarctica are important geological areas seldom directly experienced by people. Watching a film is an excellent way to widen student perspectives and stimulate interest. Description of the Film Clip:     The clip consists of most of the ""Planet Earth"" chapter entitled ""Ice Worlds"". Using the Snippet in Class:     Prepare for class by deciding which of the supplemental materials to present to the class. Cue the DVD to the beginning of the film clip. After playing the clip, present the supplemental materials.",nan,The arctic and Antarctica are important geological areas seldom directly experienced by people. Watching a film is an excellent way to widen student perspectives and stimulate interest.
62,Brian's Song,"Description: This is the true story of the friendship between professional football players Gale Sayers and Brian Piccolo, and of Piccolo's death from lung cancer at age 26. Piccolo and Sayers were the first interracial roommates on the Chicago Bears. They competed against each other for the same position on the team. None of this stood in the way of their friendship. The film is based on the book, I Am Third by Gale Sayers and Al Silverman.",pics/brians-song-DVDcover.jpg,,10,nan,Objectives/Student Outcomes Using this Learning Guide: Students will learn excellent lessons about the above described topics and will exercise research and writing skills using a subject matter that provides easy access to their full attention.,"Possible Problems: Minor. Some children may be disturbed by Piccolo's death at the age of 26. Racial epithets such as ""nigger"" are used in a joking and friendly way.","Rationale for Using the Movie: Brian's Song illuminates the nature of friendship between men, interracial friendships, courage in the face of injury and disease, and sportsmanship. It thus serves to build character."
71,Cast Away,"Description: A FedEx supervisor, whose life is a series of daily deadlines, is marooned on a tropical island after a plane crash. This movie is the story of how he survives and what happens when he tries to pick up his life after he is rescued.",pics/cast-away-DVD-cover.jpg,EN,13,nan,"Objectives/Student Outcomes Using this Learning Guide: Students will be able to discern theme and analyze use of the literary devices of motif and symbol, as well as the cinematic device of music. Assignments at the end of the film will better equip students for writing analytical essays in future assessments.",Possible Problems: None.,"Rationale for Using the Movie: An engaging and aesthetically appealing film, Cast Away enables students to see visually the literary techniques they study in literature."
38,Barbary Coast,"The time is the California Gold Rush. A young woman anxious to make a fortune arrives in San Francisco to meet her intended husband, the owner of a casino. Finding that her fiancé has died, she teams up with the new owner of the casino who cheats unsuspecting miners out of their hard earned gold. She is well on her way to easy wealth when she falls in love with one of her victims. Benefits of the Movie: This film gives us a glimpse of San Francisco in the Gold Rush days, a man who refuses to be dragged into the corruption of the place and time, and the role of newspapers and vigilantes in the old West. It deals with the moral question of whether this young woman can share in the spoils of a corrupt business without dirtying her own hands. Possible Problems: MODERATE. Alcohol abuse and smoking are shown. Gambling is shown. There are several murders by gun and a hanging, none graphically shown. Parenting Points:     Ask and lead your child through the answer to the Quick Discussion Question and the Bad Association Discussion Question.",pics/barbary-coast-DVDcover.jpg,HT,12,"This film gives us a glimpse of San Francisco in the Gold Rush days, a man who refuses to be dragged into the corruption of the place and time, and the role of newspapers and vigilantes in the old West. It deals with the moral question of whether this young woman can share in the spoils of a corrupt business without dirtying her own hands.",nan,"MODERATE. Alcohol abuse and smoking are shown. Gambling is shown. There are several murders by gun and a hanging, none graphically shown. Parenting Points:     Ask and lead your child through the answer to the Quick Discussion Question and the Bad Association Discussion Question.",nan
207,Kundun,"This is the story of the 14th Dalai Lama, from the ""discovery"" of his ""reincarnation"" at age two until his self-exile in India after the Chinese occupation of Tibet. Before he reaches maturity, the Dalai Lama is placed at the head of his small, undeveloped and very religious country. He must contend with the surging strength and territorial ambitions of China, a newly unified and invigorated great power. The film shows how the boy grows to be a young man, trying to do what is right and serve his people, while resisting the Chinese through nonviolence. The film also shows some of the superstitions and practices of Tibetan Buddhism.",pics/kundun-DVDcover.jpg,,13,"""Kundun"" will introduce children to Tibet, to its relationship with China, and to the Dalai Lama.",nan,MODERATE. The script of this film was written by people who revere the Dalai Lama. It was reviewed and authorized by the Dalai Lama himself. The movie should be seen in that light. Parenting Points:     China continues its efforts to undermine the Tibetan culture. The Dalai Lama is still in exile and has become a major religious leader. Make sure your child understands this and then ask and help your child to answer the Quick Discussion Questions.,nan
68,Carmen,"Both of these films present Bizet's classic story of love and betrayal. The Metropolitan Opera 's synopsis of the plot can be found at Carmen. Benefits of the Movie: ""Carmen"" is one of the most beautiful and popular operas ever written. Children will benefit from working through the issues presented in this timeless story of love, the surrender of judgment to passion, and the betrayal of that surrender. ""Carmen"" is a classic which is frequently referred to in print and film. The music is matchless. Possible Problems: The 1989 Metropolitan Opera version poses no problems, but some of Carmen's sexually provocative movements in the 1984 version make it unsuitable for children below the age of 14, despite the film's PG rating. For those opposed to the sport of bullfighting, the 1984 version may be disturbing. Parents may want to engage children in discussion about bullfighting, seeHelpful Background section below. Parenting Points:     Ask and answer the Quick Discussion Question. Talk about any other points in the film that might interest your child.",pics/carmen-1984-DVDcover.jpg,,12,"""Carmen"" is one of the most beautiful and popular operas ever written. Children will benefit from working through the issues presented in this timeless story of love, the surrender of judgment to passion, and the betrayal of that surrender. ""Carmen"" is a classic which is frequently referred to in print and film. The music is matchless.",nan,"The 1989 Metropolitan Opera version poses no problems, but some of Carmen's sexually provocative movements in the 1984 version make it unsuitable for children below the age of 14, despite the film's PG rating. For those opposed to the sport of bullfighting, the 1984 version may be disturbing. Parents may want to engage children in discussion about bullfighting, see",nan
74,Charly,"Description: Charly, a developmentally disabled man in his early 30s, works at a bakery where he is reasonably happy and believes that he has friends. After he qualifies for a scientific experiment to increase his intelligence through an operation that has only been tried on laboratory mice, his troubles begin. Charly rapidly changes from having a very low IQ to being a genius. In the process, he gains insight into the motivations of the scientists and some of the flaws in society. The effects of the operation reverse, however, and he returns to his former mental state.",pics/charly-DVDcover.jpg,LT,10,nan,"Objectives/Student Outcomes Using this Learning Guide: Through research, discussion, presentation and writing exercises, students will be lead to appreciate the humanity of people who are developmentally disabled or persons who are simply different; students will also be given the opportunity to improve their ability to analyze the theme of a work and to exercise their writing skills.",Possible Problems: Minor. The production values of the movie are low by today's standards and thus students may be disinterested in the film even though they have read and enjoyed the book.,"Rationale for Using the Movie: An adaptation of the novel Flowers for Algernon, by Daniel Keyes, Charly shows the humanity of mentally handicapped individuals and some of the difficulties they face in a society that has little tolerance for those who are different. Thus, its value lies in teaching the elements of adaptation as well as in providing an example of how a story in print can be adapted to film. as well as in enhancing empathy for the developmentally disabled."
133,Finding Nemo,"Nemo, a young clownfish, strays from the safety of the Great Barrier Reef and is captured by a diver. Placed in a dentist's aquarium in an office with an ocean view, he finds a group of fish with an escape plan. Meanwhile, Nemo's father searches for his son, meeting a number of ocean creatures along the way. Luck and Disney screenwriting lead to a happy reunion.",pics/finding-nemo-DVDcover.jpg,BL,9,"""Finding Nemo"" can be used to jump-start the natural interest that children have in ocean life, coral reefs, and marine biology. It also teaches lessons about friendship, obeying parents, and avoiding dangerous situations.",nan,"None. Parenting Points:     This film provides an excellent example of what can happen when kids disobey their parents and place themselves at risk. You may confront the issue directly and ask ""How did Nemo get into all that trouble?"" However, since children identify with Nemo, it may be better to approach the question obliquely. Comment about how lucky Nemo was to get out of the dentist's fish tank and how lucky he was that his father survived all the dangers of the long swim when he was searching for Nemo. The kids know very well that Nemo disobeyed his father and, as a result, was captured. Another idea is to go through the types of sea animals which are characters in the film. Show your child a photograph of the real animal (contained in the Helpful Background to this Learning Guide) and repeat one or two of the interesting facts about the animal contained that section. Parents can also talk about how coral reefs form and their similarities to cities.",nan
167,The Great Inventors,"The Peanuts gang reports on the burst of inventiveness in the U.S. between 1870 and 1900. The focus is on Alexander Graham Bell, Thomas Edison and Henry Ford. It is not necessary for children to be familiar with the Peanuts characters to enjoy this film. Benefits of the Movie: ""The Great Inventors"" will introduce children to Edison, Bell and Ford and to the way in which our lives have been changed by the light bulb, the phonograph, the telephone, and the automobile. Possible Problems: NONE. Parenting Points:     Your child will be intrigued to learn that this cartoon has some relationship to real events. Review the Helpful Background section and talk about the inventors portrayed in this film. You will not be able to cover everything but do the best you can. Immediately after the movie, or at odd times over the next week (for example at the dinner table or in the car on the way to school) bring up some of the Discussion Questions, starting with the Quick Discussion Question in the sidebar. Don't worry if you can only get through a few questions. Just taking the film seriously and discussing it is the key. Allow your child to watch the movie several times and continue to ask and help him or her answer more discussion questions. Selected Awards, Cast and Director:",pics/peanuts-great-inventors-VHScover.jpg,,8,"""The Great Inventors"" will introduce children to Edison, Bell and Ford and to the way in which our lives have been changed by the light bulb, the phonograph, the telephone, and the automobile.",nan,NONE.,nan
77,A Christmas Carol,This is the classic film presentation of Dickens' immortal Christmas story about Ebenezer Scrooge and his discovery of the joys of sharing.,pics/christmas-carol-DVDcover.gif,LT,8,The novel and the film will enrich any child's cultural experience and impart positive moral values. The story also provides a harsh critique of conditions in England at the beginning of the Industrial Revolution.,nan,MINOR. Very young children (ages 5 - 8) may be frightened by the ghosts.,nan
189,The Importance of Being Earnest,This is the classic screen adaptation of Oscar Wilde's delightful drawing room comedy about the English upper class in the late nineteenth century.,pics/importance-of-being-earnest-DVDcover.jpg,,12,"This film is lots of fun and will acquaint children with the best known play written by Oscar Wilde. The play ridicules the foibles of upper class English society of the late 19th century. The salutary effect of this is to demonstrate that fashion and fashionable ways of behaving that are often thought by young people to be very important are, in reality, fads which will have their day and then fade away.",nan,None.,nan
136,Fly Away Home,"In ""Fly Away Home"", Amy undertakes two important quests. The first is to successfully pass through paralyzing grief arising from her mother's untimely death. She accomplishes this, in part, through her second quest, a mission in which she and her father work together to teach her orphaned geese how to migrate from north to south and then to return. Both of these quests fit the paradigm of ""the Hero’s Journey,"" also called ""the Monomyth"", a concept based on the discoveries of Carl Jung and Joseph Campbell. The stages and archetypes of the Journey are summarized in TWM's Stages and Archetypes of the Hero’s Journey — Introducing the Monomyth.",pics/fly-away-home-dvd-cover.jpg,LT,12,nan,"Students will describe the stages and archetypes of the Hero's Journey manifested in a popular film describing a quest for personal growth in a child close to their own age. In addition, by completing one or more of the suggested assignments students will employ and perfect the writing skills required by ELA curriculum standards. 

Studying this movie will also provide students with a healthy model for dealing with grief when they suffer a tragic loss. See the main Learning Guide to ""Fly Away Home"".",nan,"Stories told on screens are the literature of today's youth. Students will have an extra quantum of interest in applying the concept of the Hero's Journey and performing related ELA assignments with respect to a popular film about a young person near to their age. The Hero's Journey is a basic paradigm of human experience that is frequently used in written stories, drama, and film. Viewing stories involving a successful and important quest in different contexts will expand and deepen students' understanding of the role of the Hero's Journey in fiction and in life. By understanding the elements of the Journey, students will be better prepared to identify protagonist, antagonist, conflict, theme, and symbol. 

It is beneficial to provide students with healthy models for dealing with challenges that they will eventually face, such as grieving for a loved one."
78,Citizenfour — Part of a unit on National Security Whistleblowers,Description: The four documentaries present the argument for national security whistleblowers in different ways. Each film will personalize the topic and make it more interesting.,,,,nan,Objectives/Student Outcomes Using this Learning Guide: Students will gain an understanding of the complex issues involved in national security whistleblowing and the government's response. They will be provided with a framework for evaluating the actions of whistleblowers and two helpful paradigms to use in analyzing whistleblower situations.,Possible Problems: None.,"Rationale for Using the Movie: Each of these films will supplement a unit on national security whistleblowers by putting faces to the names, highlighting the importance of the issues involved, and showing the impacts of the government's response on the lives of whistleblowers."
79,The Civil War,"This engrossing documentary employs still pictures from the period and photographs of places, letters, objects and works of art, interspersed with interviews of historians. These films show the horror of war and capture the pathos of America's bloodiest conflict. Every child should see them.",pics/civil-war-DVDcover.jpg,HT,12,"""The Civil War"" is a work of scholarship that ties together the historical conflicts and trends that led to the bloodiest war in American history. They include: states rights vs. a strong central government; the development of the technology of warfare; abolition vs. slavery; and the different economies of the North and South.",nan,None.,nan
139,For Love or Country,This movie tells three related stories in the life of famed Cuban trumpeter Arturo Sandoval: his flight from Communist Cuba in search of artistic freedom in the U.S.; his discovery by mentor Dizzy Gillespie; and his romance with his wife Marianela. The first two stories are accurate and the accuracy of the third is none of our business.,pics/for-love-or-country-dvd-cover.jpg,HT,12,"""For Love or Country"" introduces the problems of artists in totalitarian countries, Fidel Castro's betrayal of the promise of the Cuban revolution, and the jazz music of Dizzy Gillespie and Arturo Sandoval. Note that the story begins during the opening credits. 

This film can be shown with only a short discussion period on the human rights of artists and correction for the problem discussed below, or it can serve as the basis for a week-long lesson plan demonstrating the importance of artistic freedom as a human right. This Learning Guide includes all that is necessary for the week-long unit. Teachers should pick and choose which elements of the Guide are appropriate for their particular classes.",nan,"MODERATE: People swear a few times when they are angry. Mr. Sandoval and his wife-to-be are portrayed as sleeping together on the first day that they meet. We have no idea if this actually happened but it is risky behavior, for both physical and emotional health. It is also considered to be unethical by most religions and ethical systems. Adults who view this film with children should comment on this and explain why movie makers are so partial to quick romances. See Social-Emotional Learning Discussion Questions with answers. Parenting Points:     Before showing this film tell your child that, except for the love story, this movie accurately recounts what occurred. (We don't know about the love story.) Ask and help your child to answer the Quick Discussion Question. Get a CD of Dizzy Gillespie or Arturo Sandoval and play it around the house. Tell your child what you are playing. Immediately after the movie, or at odd times over the next week (for example at the dinner table or in the car on the way to school) bring up one of the Discussion Questions.",nan
83,Conrack,"A young white man volunteers to teach at a school on one of South Carolina's isolated barrier islands. He finds tremendous cultural deficits among his black students and a racist white educational establishment which doesn't tolerate innovation. The film is based on the book The Water is Wide by Patrick Conroy. Benefits of the Movie: ""Conrack"" can support discussions about the barrier islands and their distinctive Gullah culture. Another potential topic relates to how an individual can try to change society. Possible Problems: MINOR. Smoking and alcohol abuse are shown. Parenting Points:     Describe the Gullah culture (see Helpful Background section) and locate Beaufort, South Carolina, on a map. This the nearest city to the fictional Yamacraw Island. Show your child some other sea islands along the southeast coast of the U.S. If your child displays an interest in Gullah culture, have him or her search the Internet for sites relating to the Gullah. Ask the Quick Discussion Question and lead your child through the answer.",pics/conrack-VHScover.jpg,,10,"""Conrack"" can support discussions about the barrier islands and their distinctive Gullah culture. Another potential topic relates to how an individual can try to change society.",nan,MINOR. Smoking and alcohol abuse are shown.,nan
